"id","issue_id","comment_body","commenter_login","commenter_id","created_at","comment_body_processed"
221,94,"With above example, `#createDate` is called 2 times. So when I change `configurable` of `[kMock]` to true, above example is working. But I'm not sure that this approach is right.

https://github.com/nodejs/node/blob/be5a500ae39baba2747be1b94972ef8d224fcb49/lib/internal/test_runner/mock/mock_timers.js#L401","deokjinkim",5592478,"2024-11-14 15:53:24","example call time change configurable approach sure right
"
222,94,"I don't think we should set it to `true`.

IMO The appropriate response should be an error that the mock is already enabled, as is done if you try to enable it twice.","avivkeller",38299977,"2024-11-14 16:12:35","think set true appropriate response error mock already enable try enable twice
"
223,94,"A better way to look at this is:
```js
import { test } from 'node:test'

test((outer) => {
    outer.mock.timers.enable()
    test((inner) => inner.mock.timers.enable())
});
```

When `outer` changes the `Date` object, it sets these properties.

Then, when `inner` wants to change the `Date` object, it copies those properties, before trying to set them:
https://github.com/nodejs/node/blob/be5a500ae39baba2747be1b94972ef8d224fcb49/lib/internal/test_runner/mock/mock_timers.js#L380-L383

IMO there are two paths that can be taken here:
A) Throw an error that the object has already been mocked
B) Exclude those properties, and overwrite the mock.

I'm inclined for (A).

","avivkeller",38299977,"2024-11-14 22:54:54","melhor forma olhar erro objeto ja ter sido simulado excluir propriedades sobrescrever simulacao inclinado a
"
224,94,"Opened #55858","avivkeller",38299977,"2024-11-14 23:05:14","Opened issue
"
225,95,"We use `n auto` with a `.nvmrc` file set to `lts/hydrogen` - this results in our builds failing, would be nice if this is fixed quickly so we don't have to update all our builds.","juanheyns",1027219,"2024-11-12 22:21:27","build fail nice fix update build
"
226,95,"Thank you for reporting.","neo-rivan-mota",145389182,"2024-11-12 22:23:52","thank report
"
227,95,"GitHub actions running on 18 without a minor version declared will fail.

```shell
runs-on: ubuntu-latest
    strategy:
      matrix:
        node-version: [18.x]
```","taniarascia",11951801,"2024-11-12 22:40:02","GitHub action run version minor version declare fail
"
228,95,"Netlify builds with node 18 are failing as well","c-castillo",1154738,"2024-11-12 23:23:35","Netlify build node 18 fail
"
229,95,"breaking a lot of stuff in our infra as well due to heavy use of `n` version manager","jaymefSO",32715263,"2024-11-12 23:34:08","break stuff infra due heavy use version manager
"
230,95,"Is there any ETA on a fix for this? This breaks deployments and wondering if we should look into updating all our builds","jay-motwani-trend",148412715,"2024-11-12 23:40:58","fix break deployment update build
"
231,95,"In the meantime one could use a mirror which will currently install 18.20.4:
```
NVM_NODEJS_ORG_MIRROR=https://mirrors.dotsrc.org/nodejs/release/ nvm install 18
```","buffcode",2863518,"2024-11-12 23:48:43","meantime use mirror currently install 18


"
232,95,"cc @nodejs/releasers ","anonrig",1935246,"2024-11-13 00:54:39","nodejs releaser
"
233,95,"Binaries aren't present in the staging bucket https://dash.cloudflare.com/07be8d2fbc940503ca1be344714cb0d1/r2/default/buckets/dist-staging so nothing got copied over when the release was promoted cc @nodejs/build @nodejs/web-infra ","flakey5",73616808,"2024-11-13 01:00:49","binarie present stage bucket nothing got copy release promote nodejs build nodejs web infra
"
234,95,"https://direct.nodejs.org/dist/v18.20.5/ has it

~~cc @nodejs/build or anyone with write access to Cloudflare can y'all delete the worker route that points /dist/ and /download/release/ to the worker? This should point to the right place https://dash.cloudflare.com/07be8d2fbc940503ca1be344714cb0d1/nodejs.org/workers~~","flakey5",73616808,"2024-11-13 01:05:40","delete worker route point dist download release worker point right place
"
259,97,"If you load the database in a seperate client, is the `""titles""` table existent?","avivkeller",38299977,"2024-10-28 23:08:42","load database seperate client title existent
"
260,97,"yes I load in ""DB Browser (SQLite)"" and it show correctly
![Capture3](https://github.com/user-attachments/assets/2489034d-633e-4d8a-8230-d813bc06ac54)
","sharafabacery",52586357,"2024-10-28 23:11:22","load db browser sqlite show correctly
"
598,138,"I've opened a revert PR #53904 if this needs to be reverted.","avivkeller",38299977,"2024-07-17 18:49:52","revert pr need revert
"
235,95,"I don't know why the web UI shows fewer files, but it seems to me all files are there now, e.g.

```console
$ curl -I https://nodejs.org/dist/v18.20.5/node-v18.20.5.tar.gz
HTTP/2 200 
date: Wed, 13 Nov 2024 00:49:25 GMT
content-type: application/gzip
content-length: 86241753
cache-control: public, max-age=3600, s-maxage=14400
etag: ""4d8368a8627558bb6beb363c36fb4a9f""
last-modified: Tue, 12 Nov 2024 00:43:46 GMT
accept-range: bytes
strict-transport-security: max-age=31536000; includeSubDomains; preload
x-content-type-options: nosniff
server: cloudflare
cf-ray: 8e1ac307af25be13-DUB
```","aduh95",14309773,"2024-11-13 01:07:31","know web ui show file file
"
236,95,"> I don't know why the web UI shows fewer files, but it seems to me all files are there now, e.g.

+1 files are in dist-prod now

![image](https://github.com/user-attachments/assets/2a68aaf8-419b-4304-aea7-429285e17f65)

Directory listing won't show the files in the colos that cached the response","flakey5",73616808,"2024-11-13 01:09:43","file web ui show file file dist prod directory listing show file colo cache response
"
237,95,"Also for future reference please ping the web-infra and build teams as well if this happens","flakey5",73616808,"2024-11-13 01:21:01","future reference ping web infra build team happen
"
238,95,"> Binaries aren't present in the staging bucket https://dash.cloudflare.com/07be8d2fbc940503ca1be344714cb0d1/r2/default/buckets/dist-staging so nothing got copied over when the release was promoted

Maybe related: https://github.com/nodejs/node/pull/51394 wasn't backported to v18.x","aduh95",14309773,"2024-11-13 01:27:03","binary present staging bucket nothing get copy release promote relate backport v18x
"
239,95,"> Maybe related: https://github.com/nodejs/node/pull/51394 wasn't backported to v18.x

That would make sense, also @targos just did a recent change that updated the upload part to use rclone #55617.","flakey5",73616808,"2024-11-13 01:30:20","make sense recent change update upload part use rclone
"
240,95,"A long term fix, perhaps, would be to only update the index.tab/index.json files _after_ the files are available?

If someone can point me to where I might work on that, I'd be happy to.","ljharb",45469,"2024-11-13 01:32:51","fix update index file file available happy work
"
241,95,"> A long term fix, perhaps, would be to only update the index.tab/index.json files _after_ the files are available?
> 
> If someone can point me to where I might work on that, I'd be happy to.

They're generated in the same file that the SHASUMS256.txt is which is needed for promoting the release, I don't see a reason that it _needs_ to be there however https://github.com/nodejs/build/blob/924eacbaf8444248d9e93afacebc006b1dd0eec3/ansible/www-standalone/tools/promote/_resha.sh#L57 There might be something I'm forgetting though on the promotion process","flakey5",73616808,"2024-11-13 01:40:29","fix update index file file available someone point happy generate file shasums256 txt need promote release reason need promotion process forget promotion process
"
242,95,"> A long term fix, perhaps, would be to only update the index.tab/index.json files _after_ the files are available?
> 
> If someone can point me to where I might work on that, I'd be happy to.

FWIW a while ago I documented how the [release process worked](https://github.com/nodejs/build/blob/main/doc/release-overview.md) (in mermaid, with links to the scripts). Like all documentation, it's now out of date (it was written when we were still self-hosting the website (now Vercel) and before any of the R2 work)🙂. However the broad outline still applies -- we were very careful not to break the existing flow for the R2 work (so even in this case, all files were correctly uploaded to the Digital Ocean droplet -- the issue here was that we missed backporting https://github.com/nodejs/node/pull/51394 to v18.x-staging which meant the builds were staged on the DO droplet but not in R2).

","richardlau",5445507,"2024-11-13 02:00:25","fix update index tab index json file file available point work happy document release process work mermaid link script documentation date write self host website vercel r work outline apply careful break exist flow r work file correctly upload digital ocean droplet issue miss backport build stage do droplet r
"
243,95,"It looks like the issue has now been fixed. I can see the files now in https://nodejs.org/dist/v18.20.5/","jay-motwani-trend",148412715,"2024-11-13 04:14:47","look issue fix see file
"
244,95,"I think we can close this now since the incident is resolved. We still need to make sure #55617 gets backported to the v18 branch however to avoid this from happening again w/ future v18 releases

Btw - thanks to all of you reporting the issue, and apologizes as well!","flakey5",73616808,"2024-11-13 06:40:31","close incident resolve need make sure backport v18 branch avoid happen future v18 release thanks report issue apologize
"
245,95,"> still need to make sure #55617 gets backported to the v18 branch

Looks like it should be backported to 20.x and 22.x too?
* https://github.com/nodejs/node/blob/d5fa767689a080256a63a08d8c45b6c29f5e701e/Makefile#L11
* https://github.com/nodejs/node/blob/985262a4a8221d993df82e134623d8437d92b4c5/Makefile#L11","trivikr",16024985,"2024-11-13 07:05:02","need make sure get backport v18 branch look like backport need make sure get backport
"
246,95,"https://github.com/nodejs/node/pull/55617 has the lts-watch labels and will be backported. I agree we can close this issue.
","targos",2352663,"2024-11-13 08:14:13","agree close issue
"
247,96,"> The call happens only once for the first call and the callbacks are not called instead an error is thrown like for sync function

AFAICT this is not the case. While I'm able to reproduce the issue, *no* call appears to use the callback, and an error is thrown.

This is because `getValidatedPath` does not return the error to the callback, but instead throws it.","avivkeller",38299977,"2024-10-30 20:52:36","call happen once first call callback call error throw sync function case able reproduce issue call appear use callback error throw getvalidatedpath return error callback throw
"
248,96,"@RedYetiDev In our case, we often call this function with `/`, the second call does not even throw an error, so `try/catch` doesn't help in this case","alexander-akait",4567934,"2024-10-30 21:02:26","case often call function second call throw error try catch help case
"
249,96,"I'll bisect.","juanarbol",17013303,"2024-10-31 03:47:15","bisect
"
250,96,"Same in macos","juanarbol",17013303,"2024-10-31 04:24:02","macos
"
251,96,"The regression seems to be introduced by https://github.com/nodejs/node/pull/54160

Maybe here? https://github.com/nodejs/node/pull/54160/files#diff-5cd422a9a64bc2c1275d70ba5dcafbc5ea55274432fffc5e4159126007dc4894R735-R741","juanarbol",17013303,"2024-10-31 04:53:16","regression introduce
"
252,96,"The regression is reverted, I'm closing this issue.","juanarbol",17013303,"2024-11-03 04:45:55","regression revert close issue
"
253,96,"@juanarbol When will be the patch released?","snitin315",46647141,"2024-11-03 05:07:58","patch release
"
254,97,"> Error: no such table: titles

That seems to be the problem?","cjihrig",2512748,"2024-10-28 22:23:07","error table problem
"
255,97,"The table in database is exsiten ","sharafabacery",52586357,"2024-10-28 22:25:22","table database exist
"
256,97,"Not according to SQLite 😄 ","cjihrig",2512748,"2024-10-28 22:31:12","accord sqlite
"
257,97,"@cjihrig nice😀","sharafabacery",52586357,"2024-10-28 22:45:33","nice
"
258,97,"@cjihrig  could problem because of windows os?","sharafabacery",52586357,"2024-10-28 23:08:05","problem window os
"
261,97,"> could problem because of windows os?

Windows is supported and tested, but it's possible. What if you update `Connectdb('../database.db')` to use backslashes?","cjihrig",2512748,"2024-10-28 23:25:18","problem window os possible update connectdb backslash
"
262,97,"it solves the problem thanks","sharafabacery",52586357,"2024-10-28 23:43:41","solve problem
"
263,97,"Hi @sharafabacery, I wanted to look into this issue but couldn't reproduce it (I tried Node 22.10.0, and 23.1.0). I used the code you've provided in the description and the attached database. Could you please try to run the code with the attached db?
[database.zip](https://github.com/user-attachments/files/17674664/database.zip)
","huseyinacacak-janea",110401522,"2024-11-08 07:11:05","hi want look issue reproduce try node use code provide description attach database please try run code attach db
"
264,97,"when I get back to code last week I change the path to `basedir/databasefile.db` it works fine could be problem happen when compile ts to js ,but if need to explore the code here the repo https://github.com/sharafabacery/hisnmuslimTs","sharafabacery",52586357,"2024-11-10 11:38:31","code week change path basedir databasefile db work problem happen compile ts js need explore repo
"
265,97," Since this seems to be working now, I'll close the issue. Feel free to reopen if needed.","StefanStojanovic",9998547,"2024-11-14 12:37:09","work close issue reopen need
"
266,98,"I can't reproduce a increase of that scale. I ran your code, and I got:
```
report: 2.095ms
report: 14.098ms
report: 25.988ms
```

When running at a larger scale, everything seems consistent:
```
Report (after fetching 0 times): 15.347ms
Report (after fetching 1 times): 24.828ms
Report (after fetching 2 times): 29.105ms
Report (after fetching 3 times): 27.147ms
Report (after fetching 4 times): 31.67ms
Report (after fetching 5 times): 29.602ms
Report (after fetching 6 times): 31.013ms
Report (after fetching 7 times): 29.853ms
Report (after fetching 8 times): 31.42ms
Report (after fetching 9 times): 26.445ms
Report (after fetching 10 times): 24.994ms
Report (after fetching 11 times): 27.865ms
Report (after fetching 12 times): 30.993ms
Report (after fetching 13 times): 30.189ms
Report (after fetching 14 times): 30.977ms
Report (after fetching 15 times): 29.551ms
Report (after fetching 16 times): 26.54ms
Report (after fetching 17 times): 25.168ms
Report (after fetching 18 times): 27.516ms
Report (after fetching 19 times): 27.163ms
Report (after fetching 20 times): 29.243ms
```","avivkeller",38299977,"2024-10-28 21:11:40","reproduzir aumento escala executar código consistent fetch tempo
"
267,98,"Which env are you on? Native linux? I'm reproducing it on windows and WSL (it always takes +20seconds for me after each fetch in both envs), this 20 seconds have to come from something env related","Tofandel",6115458,"2024-10-28 21:14:40","env reproduce windows wsl take fetch env relate
"
268,98,"> Which env are you on? Native linux?

Yes. My machine is:
```
  System:
    OS: Linux 6.10 Kali GNU/Linux Rolling 2024.3
    CPU: (12) x64 AMD Ryzen 5 5600G with Radeon Graphics
    Memory: 18.63 GB / 27.31 GB
``` ","avivkeller",38299977,"2024-10-28 21:18:50","machine linux system cpu memory
"
269,98,"> When running at a larger scale, everything seems consistent:

That's actually in line with me except your time increase is only 15ms

If I run 5 fetch it doesn't take more than 40 seconds, so it seems it's only a factor for the 2 first fetch","Tofandel",6115458,"2024-10-28 21:21:22","run large scale consistent line time increase 15ms run fetch take 40 second factor fetch
"
270,98,"I *am* experiencing an increase, just at a much much smaller scale, so maybe something is going on?","avivkeller",38299977,"2024-10-28 21:23:35","experience increase small scale something
"
271,98,"Yes, I'd like to help debugging If I can but I'm not sure how, I'm not a C++ dev and there doesn't seem to be any output from `NODE_DEBUG_NATIVE` and compiling from source takes very long (it's been compiling for 2 hours right now)","Tofandel",6115458,"2024-10-28 21:25:18","help debug sure c++ dev output compile source long
"
272,98,"> , I'm not a C++ dev and there doesn't seem to be any output from NODE_DEBUG_NATIVE and compiling from source takes very long (it's been compiling for 2 hours right now)

I can do some research, but I'm also not a CPP dev. As for compile times, as a rule-of-thumb, if you aren't already, make use of multithreading (`make -j4` where `4` is the number of threads), and configure with ninja (`./configure --ninja`)","avivkeller",38299977,"2024-10-28 21:28:41","nao cpp dev saida node debug native compilacao fonte demorar pesquisa cpp dev tempo compilacao regra polegar usar multithreading make j numero thread configurar ninja
"
273,98,"I'm using `make -j8` but it's still taking forever, I'll increase to -j16 next time

Is there caching between builds and only the first build will take this amount of time or is it going to take this long every time I make a single change?","Tofandel",6115458,"2024-10-28 21:54:52","make take long time cache build first build take long time make single change
"
274,98,"I always build with `ninja` and `ccache`, and there's caching between builds for me, IIRC that's due to `ccache`.","avivkeller",38299977,"2024-10-28 22:07:01","build ninja ccache cache build due ccache
"
275,98,"Does it reproduce if you configure [`process.report.excludeNetwork`](https://nodejs.org/docs/latest-v22.x/api/report.html#configuration)? (see https://github.com/nodejs/node/issues/46060 for why that option was added.)","richardlau",5445507,"2024-10-28 22:12:12","reproduce configure process report excludeNetwork option add
"
276,98,"Yes it was in the description
> This still happens even with node --report-exclude-network

Though it does look like the exact same issue and so it might not be fully solved","Tofandel",6115458,"2024-10-28 22:24:01","happen node report exclude network look exact issue fully solve
"
277,98,"I'm curious, what does the profiling output look like? (`node --prof <file>` followed by `node --prof-process <log file>`)","avivkeller",38299977,"2024-10-28 23:47:18","curious profiling output look node prof file node prof process log file
"
