"id","issue_number","created_at","closed_at","updated_at","title","body","state","author_login","author_id","labels","html_url","comments_count","classification","pull_request_url","issue_resolution_time","body_processed","evidence"
146,52797,"2024-05-02 12:50:51","2024-09-19 06:33:04","2024-09-19 09:48:14","Maglev on x64 causes segmentation fault while running TypeScript","### Version

v22.0.0

### Platform

Linux vali 6.8.0-76060800daily20240311-generic #202403110203~1714077665~22.04~4c8e9a0 SMP PREEMPT_DYNAMIC Thu A x86_64 x86_64 x86_64 GNU/Linux

### Subsystem

_No response_

### What steps will reproduce the bug?

On Linux using Node.js 22:

```sh
git clone git@github.com:remcohaszing/typescript-bug-58369.git
cd typescript-bug-58369
npm ci
tsc
```

See also this failed GitHub action: https://github.com/remcohaszing/typescript-bug-58369/actions/runs/8899456400/job/24438867767

### How often does it reproduce? Is there a required condition?

For this reproduction it’s reproduced consistently on Linux on both my machine and GitHub actions.

While troubleshooting by trimming down the content of `node_modules/@types/mdast/index.d.ts`, I got into a state where it seemed to happen randomly. The major factor is the `👉` emoji in a comment.

The error did not occur on macOS in the GitHub action, but it did happen consistently for @wooorm on their macbook.

The problem was not reproducible on Windows.

### What is the expected behavior? Why is that the expected behavior?

No segmentation fault

### What do you see instead?

```
Segmentation fault (core dumped)
```

### Additional information

This was originally reported to TypeScript: https://github.com/microsoft/TypeScript/issues/58369. This issue contains more information.

This has coincidentally already been fixed for the upcoming TypeScript 5.5. Still, a segfault should not occur.

We were unable to make a smaller reproduction.","closed","remcohaszing",779047,"{confirmed-bug,""v8 engine"",regression,linux,v22.x}","https://github.com/nodejs/node/issues/52797",45,"Ambos",NULL,140,"linux node js segfault typescript emoji github action reprodução consistente máquina consistente macbook windows problema reproduzir menor reprodução  segmentação falha corrigido typescript  
","O título e o corpo da issue indicam um problema de segmentação (segfault) ao executar o TypeScript em um ambiente x64,  sugerindo um bug em uma versão específica do Node.js ou do V8 (motor JavaScript do Chrome). Os comentários discutem tentativas de reprodução, depuração, investigação da causa raiz (possível problema no compilador Maglev do V8 ou em otimizações de inlining),  proposta de testes adicionais e até mesmo a sugestão de reportar um bug no V8.  A menção a 'regression' em um comentário reforça a possibilidade de uma regressão, e a busca por uma solução envolve tanto depuração (Refatoração) quanto testes (Testes de Regressão) para isolar e corrigir o problema. "
148,52740,"2024-04-28 22:54:01","2024-05-08 11:37:09","2024-05-08 11:37:09","node --run doesn't split additional params","### Version

v22.0.0

### Platform

Linux penguin 6.6.21-01327-gc9107f2d4947 #1 SMP PREEMPT_DYNAMIC x86_64 GNU/Linux

### Subsystem

`node --run`

### What steps will reproduce the bug?

```sh
mkdir nodeRunBug
cd nodeRunBug
echo 'console.log(process.argv)' > script.js
echo '{""scripts"":{""test"":""node script.js""}}' > package.json
node --run test -- A B
```


### How often does it reproduce? Is there a required condition?

_No response_

### What is the expected behavior? Why is that the expected behavior?

```
[ '/usr/bin/node', '/home/alex/nodeRunBug/script.js', 'A', 'B' ]
(node:8670) ExperimentalWarning: Task runner is an experimental feature and might change at any time
(Use `node --trace-warnings ...` to show where the warning was created)
```

### What do you see instead?

```
[ '/usr/bin/node', '/home/alex/nodeRunBug/script.js', 'A B' ]
(node:8670) ExperimentalWarning: Task runner is an experimental feature and might change at any time
(Use `node --trace-warnings ...` to show where the warning was created)
```

### Additional information

```console
$ npm run test -- A B

> test
> node script.js A B

[ '/usr/bin/node', '/home/alex/nodeRunBug/script.js', 'A', 'B' ]
```","closed","alexsch01",5721147,"{confirmed-bug,cli}","https://github.com/nodejs/node/issues/52740",3,"Ambos",NULL,10,"node run test argumento espaço argumento esperado array completo ver array incompleto argumento espaço argumento experimental warning
","O título da issue ""node --run doesn't split additional params"" sugere um problema de funcionamento do comando 'node run', indicando uma necessidade de refatoração no código para corrigir o comportamento. Os comentários, especialmente ""node run test a b node script js a b experimental warning task runner experimental feature change time"", demonstram testes de regressão sendo executados para verificar se a correção funciona como esperado após as alterações. A presença de ambos os aspectos (refatoração e testes) justifica a classificação 'Ambos'."
198,49075,"2023-08-09 00:41:32","2023-10-22 21:20:53","2023-10-22 21:20:53","Segmentation Fault on Contextifying MessagePort Transferred to a Worker Thread","### Version

* v17.1.0
* v18.14.2
* v19.9.0

### Platform

* `Linux WORKSTATION 5.15.90.1-microsoft-standard-WSL2 #1 SMP Fri Jan 27 02:56:13 UTC 2023 x86_64 x86_64 x86_64 GNU/Linux`
* `Microsoft Windows NT 10.0.19045.0 x64`

### Subsystem

vm, maybe node:internal/per_context

### What steps will reproduce the bug?

1. Create a `MessagePort`
2. Create a `Worker` and transfer the message port to the worker.
3. Create a VM context and contextify the message port
4. (Sometimes) Attempt to access the contextified message port

Sample code to reproduce

```js
/* eslint-disable */
const { Worker } = require('node:worker_threads');

const messageChannel = new MessageChannel();

const text = `
const vm = require('node:vm');
const {
	isMainThread,
	moveMessagePortToContext,
	workerData,
} = require('node:worker_threads');

const context = Object.create(null);

context.console = console;

vm.createContext(context, {
    codeGeneration: {
        strings: false,
        wasm: false,
    },
});

console.log('[WT] messagePort ctor:', workerData.messagePort.constructor.name);

const messageChannel = new MessageChannel();
messageChannel.port1.onmessage = (ev) => {
	console.log('[WT] RECV MSG', ev.data);
	messageChannel.port1.close();
};

context.messagePort = moveMessagePortToContext(
    workerData.crash ? workerData.messagePort : messageChannel.port2,
    context,
);

// This vm.runInContext doesn't seem entirely necessary to trigger the crash
// Sometimes just accessing the properties of 'messagePort' is required
vm.runInContext(
    \`
        console.log(""[VM] Started"");
        messagePort.postMessage(""Hello, World!"")
    \`,
    context,
    { displayErrors: true }
);
`;

// Change this to false to avoid crashing
// NOTE: Just transferring the MessagePort to the worker,
// without contextifying, or even using it from the worker
// does NOT trigger a crash and works as expected.
const crash = true;

new Worker(text, {
	workerData: {
		crash,
		messagePort: messageChannel.port2,
	},
	env: Object.create(null),
	eval: true,
	transferList: [messageChannel.port2],
});

if (crash) {
	messageChannel.port1.onmessage = (ev) => {
		console.log('[MAIN] RECV MSG', ev.data);
		messageChannel.port1.close();
	};
}
```

### How often does it reproduce? Is there a required condition?

It always reproduces. It sometimes (on Node 18 on Windows, apparently) requires accessing a property in the contextified port. Otherwise just contextifying the port is enough.

### What is the expected behavior? Why is that the expected behavior?

The port is contextified and usable, even across multiple contexts. At worst, an error should occur without crashing or aborting the Node process.

### What do you see instead?

Node crashes with a segmentation fault.

Sample output (Node 17)
```
[WT] messagePort ctor: MessagePort
[MAIN] RECV MSG Hello, World!
[VM] Started

Command terminated by signal 11
```

Sample output (Node 18)

```
[WT] messagePort ctor: MessagePort
```

Sample output (Node 19)

```
[WT] messagePort ctor: MessagePort
[MAIN] RECV MSG Hello, World!
[VM] Started
[1]    4551 segmentation fault  node sample.js
```


### Additional information

_No response_","closed","corrideat",3857362,"{confirmed-bug,worker}","https://github.com/nodejs/node/issues/49075",2,"Ambos",NULL,75,"worker messageport contextify crash segmentation fault node version platform linux windows subsystem vm node worker thread messagechannel port postmessage context property access messageport property node version  expected behavior port contextify usable context error crash node process instead node crash segmentation fault sample output node version  additional information
","O título da issue ""Segmentation Fault on Contextifying MessagePort Transferred to a Worker Thread"" indica um problema de funcionamento (crash, segmentation fault).  O corpo da issue descreve detalhes técnicos do problema, incluindo versões do Node.js e plataformas afetadas. Os comentários sugerem uma investigação e uma possível correção (""investigate send possible fix""), indicando que o problema precisa ser resolvido e possivelmente implica em refatoração do código para corrigir o bug.  A menção de um 'repro case' sugere que testes de regressão serão necessários para garantir que a correção não introduza novos problemas. Portanto, a issue envolve tanto refatoração quanto testes de regressão."
152,52448,"2024-04-10 11:47:11","2024-09-20 17:59:23","2024-09-20 17:59:23","Typo in error code ERR_TLS_PSK_SET_IDENTIY_HINT_FAILED","### Version

v21.7.2

### Description

One of the error codes, `ERR_TLS_PSK_SET_IDENTIY_HINT_FAILED`, misspells ""identity"". The code was introduced in 2019 when PSK support got added in #23188.

The issue is purely cosmetic since [all other sources and documents](https://github.com/search?q=repo%3Anodejs%2Fnode%20ERR_TLS_PSK_SET_IDENTIY_HINT_FAILED&type=code) reference the correct (i.e. misspelled) code.

### Additional information

It's probably too late (or simply not worth it) to fix it now, so I'm filing this issue mostly for posterity.","closed","mootari",322014,"{confirmed-bug,tls,errors}","https://github.com/nodejs/node/issues/52448",2,"Refatoração",NULL,163,"erro código identidade ortografia introduzir psk suporte problema cosmético fonte documento referência código correto tarde valer corrigir arquivo questão posteridade
","O título e o corpo da issue mencionam um erro de digitação (typo) no código de erro.  A descrição indica um problema cosmético e sugere a correção de um arquivo, o que se enquadra em uma tarefa de refatoração. Os comentários focam na resolução do problema e na integração do código corrigido, sem menção a testes de regressão."
154,52362,"2024-04-04 07:42:11","2024-04-05 16:01:09","2024-04-05 16:01:09","Comments in .env aren't ignored by loadEnvFile()","### Version

20.12.0

### Platform

Linux xxx 5.15.146.1-microsoft-standard-WSL2 #1 SMP Thu Jan 11 04:09:03 UTC 2024 x86_64 x86_64 x86_64 GNU/Linux

### Subsystem

_No response_

### Description

`process.loadEnvFile()` doesn't ignore (first) comment line.

### What steps will reproduce the bug?



Create an example `.env` file with two comments

```text
#FOO=123
#BAR=456
```

and run the following code snippet

```javascript
process.loadEnvFile();

console.log(""FOO"", process.env.FOO);
console.log(""BAR"", process.env.BAR);
```

Example repo: https://github.com/steffen-4s1/dotenv

### How often does it reproduce? Is there a required condition?

Always

### What is the expected behavior? Why is that the expected behavior?

All comment lines should be ignored.

```text
FOO undefined
BAR undefined
```

### What do you see instead?

`FOO` isn't ignored.

```text
FOO 123
BAR undefined
```

### Additional information

_No response_","closed","steffen-4s1",33749463,"{confirmed-bug,dotenv}","https://github.com/nodejs/node/issues/52362",1,"Nenhum",NULL,1,"process loadEnvFile ignor comment linha criar exemplo env file dois comment run codigo snippet process loadEnvFile console log FOO process env FOO console log BAR process env BAR comment linha ignorar FOO undefined BAR undefined FOO ignorar FOO 123 BAR undefined
","O título e o corpo da issue descrevem um problema com o processamento de comentários em arquivos .env,  não havendo menção a refatoração de código ou testes de regressão. O comentário 'duplicate issue' não fornece informações relevantes para a classificação."
155,52298,"2024-04-01 02:07:41","2024-09-06 17:39:25","2024-09-06 17:39:25","Buffer.toString() cannot handle large indices","### Version

14.17.3

### Platform

23.4.0 Darwin Kernel Version 23.4.0

### Subsystem

_No response_

### What steps will reproduce the bug?

```js
let buffer = Buffer.alloc(2279415336);

let res = buffer.toString('utf8', 2147483648, 2147483700); // 2^32 - 1 < start

// buffer.js:605
//     slice: (buf, start, end) => buf.utf8Slice(start, end),
                                    ^

// RangeError: Index out of range
```

### How often does it reproduce? Is there a required condition?

everytime

### What is the expected behavior? Why is that the expected behavior?

`Buffer.toString()` should be able to handle buffers smaller than `kMaxLength`.

### What do you see instead?

index out of range error

### Additional information

The bitwise or assignment (`|=`) operation of `Buffer.toString()` seems to be the cause of the error. If start or end parameter greater than `INT_MAX` is passed, the value changes to a negative number, resulting in an index out of range error.","closed","imyp92",26646765,"{confirmed-bug,buffer}","https://github.com/nodejs/node/issues/52298",5,"Ambos",NULL,159,"buffer range error index  int max bitwise assignment operation cause parameter pass value change negative number result
","O título da issue indica um problema de erro de índice ('Buffer.toString() cannot handle large indices'), sugerindo a necessidade de refatoração no código para lidar corretamente com índices grandes. Os comentários, no entanto, discutem a necessidade de verificação de limites ('perform bound check') para evitar o erro, indicando a necessidade de testes de regressão para garantir que a correção não introduza novos problemas. Portanto, a issue envolve tanto refatoração quanto testes de regressão."
314,40377,"2021-10-08 15:07:26","2021-12-22 17:11:34","2021-12-22 17:11:34","Writable is destroyed before calling callback in rare case","### Version

v16.10.0

### Platform

`Linux solus 5.14.7-198.current #1 SMP PREEMPT Wed Sep 22 16:02:46 UTC 2021 x86_64 GNU/Linux`

### Subsystem

stream

### What steps will reproduce the bug?

```js
const {Writable} = require('stream');

class X extends Writable {
    async _destroy(error, callback) {
        (async () => {
            await new Promise(resolve => setTimeout(resolve, 10));
            console.log(w._writableState.closed);

            callback(error);
        })();
    }
}

const w = new X();

w.once('error', error => {
    console.log(error);
});

w.destroy(new Error('oh no!'));
```

### How often does it reproduce? Is there a required condition?

Always.

### What is the expected behavior?

```
false
Error: oh no!
```

### What do you see instead?

```
true
```

### Additional information

Some [undocumented](https://nodejs.org/api/stream.html#stream_writable_destroy_err_callback) behavior here:

https://github.com/nodejs/node/blob/aff2a0a4754ddba26e161bc66cd4392fc28dd146/lib/internal/streams/destroy.js#L101-L118","closed","szmarczak",36894700,"{confirmed-bug,doc,stream,""good first issue"",linux}","https://github.com/nodejs/node/issues/40377",15,"Ambos",NULL,75,NULL,"A issue relata um problema de comportamento inesperado na função `_destroy` de um objeto `Writable` em Node.js,  envolvendo o uso de promises e callbacks simultaneamente.  Isso indica um bug que precisa de correção (Refatoração).  Além disso, os comentários discutem a necessidade de testes para garantir que o comportamento esteja de acordo com a documentação e para evitar situações similares no futuro (Testes de Regressão). Portanto, a issue abrange tanto refatoração quanto testes de regressão."
157,52248,"2024-03-28 11:28:35","2024-04-17 05:30:08","2024-04-27 13:06:03","Loading long env value from a file is crashing Node on Windows","### Version

20.12.0

### Platform

Windows 11

### Subsystem

process

### What steps will reproduce the bug?

Try loading .env file with the following entry in it:

```
JWT_PUBLIC_KEY=""-----BEGIN PUBLIC KEY-----
MIICIjANBgkqhkiG9w0BAQEFAAOCAg8AMIICCgKCAgEAzi4k4ful8Q65RWbHvZwD
jKNfspb89typkUATf8KXlYcWp6ibUG9nKpYrig3jmlCdMvCm+S7kZedACshFyRmm
1ocaWjRIt/jJyzntxnMIgWetTedZXXzlFbparDMrdEMmsPbM7LrByCU57iKloZEl
BhOSQZk/JbJK1YpozTCxcs28YlpnTuMBaXvXddrQuNHo+HYhK53XlFXyiOBzmEFY
cBrVqptdjA3z7uNNd6A4IAfEkRYp4lZxZgwTPyjYZ1oXmhalvbr6OAs9ujLIZPSM
QoP1VoHLdOqrs7QTmi2rrNCfIcFkFp02N39TovMm9zZQJjQvFEJqIKe4db2457vr
uJ5qxkWmbBu+/tf6ytKfbiA433neLSvpfquPXbq3OLGzJ4H2YHiHa0ddfUCqdN49
t5nCPEMp6OTa5kXuwObf8yvHyoP8HgQQD+/sftHUIE/1sdQ6fzB/9L+smzp5SW/X
nI8NY0k1SH9MLlweGuXi6M1jS62kPWk4HTDQmiqUTImcG0XYRrVd5ISXPdfnVgnq
KKht+SUmkPrfaWMDc21FsXXmmVSRTjvBhA6Cy6PLPzGZaeA4TVkOZUkp1OvcyfiI
HixuZca1OASxGeUM8lcPi9my8TJCtw5ZR0M/uqVV/1o3U0nx+U5z54ulWN9leMLY
vgv+lGrqfFWRemajGXSm8L0CAwEAAQ==
-----END PUBLIC KEY-----""
```

by running this code:
```js
import { loadEnvFile } from 'node:process'

loadEnvFile('./.env')
```

This fails with an error `Process finished with exit code -1073740791 (0xC0000409)`

### How often does it reproduce? Is there a required condition?

It is always reproduceable

### What is the expected behavior? Why is that the expected behavior?

The value should be loaded correctly. This works with `dotenv`.

### What do you see instead?

An error `Process finished with exit code -1073740791 (0xC0000409)`

### Additional information

_No response_","closed","kibertoad",1847934,"{confirmed-bug,windows,dotenv}","https://github.com/nodejs/node/issues/52248",13,"Ambos",NULL,20,"version 20.12 windows 11 subsystem process step reproduce bug try load env file following entry jwt public key value run code import loadenvfile node process loadenvfile env fail error process finish exit code 0xc0000409 often reproduce require condition always reproduceable expect behavior value load correctly work dotenv see instead error process finish exit code 0xc0000409 additional information
","A issue relata um erro de crash no Node.js em Windows ao carregar um arquivo de ambiente grande (Refatoração:  sugestões de soluções como ler o valor em chunks são apresentadas, indicando a necessidade de refatorar o código para lidar com grandes valores de variáveis de ambiente).  Ao mesmo tempo, há menções a testes falhando localmente e em CI (Testes de Regressão:  Comentários como ""confirm happen windows test fail local"" e ""reproduce node windows ci"" indicam a necessidade de testes de regressão para garantir que a correção funcione em diferentes ambientes)."
158,52112,"2024-03-16 10:52:59","2024-03-18 16:29:37","2024-03-18 16:29:37","test_runner: skip beforeEach and afterEach hooks if test is skipped","### What is the problem this feature will solve?

Currently beforeEach and afterEach hooks are run even for tests that are skipped.
This becomes problematic when there are many hooks that are expensive to run and one wants to run only a few tests.

Consider case:
```js
beforeEach(() => {
    expensiveSetup();
});
afterEach(() => {
    expensiveTeardown();
});
test('test1', () => {
    expensiveTest1();
});
test('test2', () => {
    expensiveTest2();
});
```
Now `--test-name-pattern test1` will run both hooks twice or even if no test is run (both skipped) they will still be run twice.

It would be logical to assume that if the test is skipped, then before/afterEach hook is also skipped for that test. This is in fact the behavior in other popular js test runners such as mocha and jest.

Also, current documentation says that:
>The [--test-name-pattern](https://nodejs.org/api/cli.html#--test-name-pattern) command-line option can be used to only run tests whose name matches the provided pattern. (...)
For each test that is executed, any corresponding test hooks, such as beforeEach(), are also run.

Even though it is not explicitly said that beforeEach() would be skipped if test is _not_ executed, I think this implies that, because otherwise that statement would be useless, if test hooks are ran regardless of whether test is filtered in or out.

### What is the feature you are proposing to solve the problem?

If test case is skipped, beforeEach and afterEach hooks for that case should also be skipped.

### What alternatives have you considered?

_No response_","closed","ArktinenKarpalo",5880180,"{confirmed-bug,test_runner}","https://github.com/nodejs/node/issues/52112",1,"Refatoração",NULL,2,"problema hook beforeEach afterEach executar teste pular problemático hook caro executar poucos teste caso hook caro executar teste pular hook executar lógico assumir teste pular hook pular comportamento popular js mocha jest documentação dizer test name pattern executar teste nome corresponder padrão teste executar hook beforeEach executar teste executar explicitamente dizer beforeEach pular teste executar implicar caso contrário afirmação inútil hook executar teste filtrar proposta teste pular hook beforeEach afterEach pular alternativa resposta
","O título e o corpo do texto da issue indicam uma proposta de melhoria na forma como os hooks `beforeEach` e `afterEach` são tratados quando um teste é pulado.  A descrição foca em otimizar o desempenho (evitando execução desnecessária de hooks caros) e melhorar a lógica de execução, sem mencionar diretamente a adição ou alteração de testes.  A palavra 'Refatoração' é implícita na busca por melhorar o código existente sem adicionar novas funcionalidades de teste."
159,52097,"2024-03-15 12:39:36","2024-04-08 06:18:44","2024-04-08 06:18:45","Ed25519/Ed448 does not throw when used with invalid digest in crypto.createSign","### What is the problem this feature will solve?

The following example:
```JavaScript
const crypto = require('crypto');

const key = crypto.generateKeyPairSync(""ed25519"");

var signature = crypto.sign(null, ""hello"", key.privateKey);
console.log(""crypto.sign:"", signature.toString('hex'));

var signer = crypto.createSign('SHA256');
signer.update('hello');
var signature = signer.sign(key.privateKey);
console.log(""signer.sign:"", signature.toString('hex'));
```
will output the following:
```sh
crypto.sign: d58fdfa69f9d0bf4fd5358a6ed22031af3585ce9812b2bde5a5045a4e3cefd719a5af771af85e5a0c406fd48852574debe4deb32845785b761c59978b21fa903
signer.sign: 00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
```
When Signer is used for Ed25519 signing, Signer does not report any errors, but returns an all-zero Buffer as the signature result.
This can be confusing for programmers who think they have signed successfully, but in fact the returned signature is not available.

### What is the feature you are proposing to solve the problem?

I think in this case Signer.sign should throw an error so that the programmer can deal with the problem early on.

### What alternatives have you considered?

_No response_","closed","xicilion",26833060,"{confirmed-bug,crypto}","https://github.com/nodejs/node/issues/52097",4,"Ambos",NULL,24,"problema assinatura ed25519 retorna buffer zero programador pensa sucesso assinatura indisponível  proposta signer sign lançar erro programador lidar problema alternativa nenhuma resposta
","O título da issue indica um problema na assinatura digital (bug), sugerindo a necessidade de refatoração para corrigir o comportamento incorreto do `crypto.createSign`.  Os comentários reforçam a existência de um bug e a necessidade de lançar um erro em vez de retornar um buffer zero.  A necessidade de lidar com o problema e a menção de uma API 'oneshot' indicam que testes de regressão são necessários para garantir que a correção não introduza novos problemas e que a funcionalidade existente continue funcionando corretamente após a refatoração."
160,51993,"2024-03-06 22:38:54","2024-03-08 13:35:54","2024-03-26 18:45:18","fs.createWriteStream can cause out-of-order writes, in v18.16+","### Version

v18.16.0 and up, v19.8.0 and up, v20.x, v21.x

### Platform

Darwin x86_64

### Subsystem

fs, stream

### What steps will reproduce the bug?

```js
const fs = require('fs');

const w = fs.createWriteStream('file.txt');

w.on('open', () => {
  w.write('hello');

  process.nextTick(() => {
    w.write('world');
    w.end();
  });
});

w.on('close', () => {
  console.log(fs.readFileSync('file.txt', 'utf8'));
});
```

### How often does it reproduce? Is there a required condition?

Always

### What is the expected behavior? Why is that the expected behavior?

```helloworld```

### What do you see instead?

```worldhello```

### Additional information

The issue was caused by this change: https://github.com/nodejs/node/pull/46818, which landed in node `v18.16.0` and `v19.8.0`.
(Thanks to @Fadorico for tracking down this change. I have also confirmed this by building node locally.)

This is causing the ['unzipper' module](https://github.com/ZJONSSON/node-unzipper/issues/286) to create corrupted files, because its ['fstream' dependency](https://github.com/npm/fstream/blob/bffea43c6a201c76bc85842539e09a779508790b/lib/file-writer.js#L38-L44) uses `fs.createWriteStream()` like in the example above.

It looks like when the stream's ""open"" event fires, the stream does not yet have the ""constructed"" flag set, so that might be why things are getting weird.

As a workaround, if I wait an additional tick after the ""open"" event, there are no issues:
```js
w.on('open', () => {
  process.nextTick(() => {
    w.write('hello');

    process.nextTick(() => {
      w.write('world');
      w.end();
    });
  });
});
```","closed","dy-dx",1074881,"{confirmed-bug}","https://github.com/nodejs/node/issues/51993",3,"Ambos",NULL,2,"versão plataforma subsystem passo reproduzir erro comportamento esperado comportamento visto informação adicional problema causou mudança aterrissou causar módulo criar arquivo corrompido dependência usar exemplo cima parecer evento disparar stream ainda ter sinal construir coisa ficar estranho solução alternativa esperar adicional evento problema
","O título da issue indica um problema de funcionamento ('out-of-order writes') que necessita de correção (Refatoração).  Os comentários mencionam um patch e a confirmação da correção em uma versão do Node.js, indicando que testes de regressão foram realizados para validar a solução (Testes de Regressão). Portanto, a issue envolve ambos os aspectos."
298,41785,"2022-01-31 15:13:30","2022-02-06 10:05:52","2022-02-06 10:05:52","Readable.pipe() behaves inconsistently resuming (or not) the source","### Version

14.17.0

### Platform

Linux tufopad 5.4.0-91-generic #102-Ubuntu SMP Fri Nov 5 16:31:28 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux

### Subsystem

stream

### What steps will reproduce the bug?

Prior to v14.17.0 (versions <= v14.16.1), calling to `Readable.pipe()` would always resume the source if it had been previously paused. This behaviour was not documented, but it was consistent (it always happened). Since version 14.17.0 this behaviour changed and now it only resumes the source _in some cases_. If you run the following code
```js
const { PassThrough } = require('stream');

// FIRST EXPERIMENT
console.info('********** FIRST EXPERIMENT **********');
const source1 = new PassThrough();
const target1 = new PassThrough();

// `Readable.pipe()` resumes the source if it was previously paused
source1.pause();
console.info(`source1 before pipe. Paused: ${source1.isPaused()}`);
source1.pipe(target1);
console.info(`source1 after pipe. Paused: ${source1.isPaused()}`);

// SECOND EXPERIMENT
console.info('\n********** SECOND EXPERIMENT **********');
const source2 = new PassThrough();
const target2 = new PassThrough();

// stall target2
const chunk = Buffer.allocUnsafe(1000);
let chunks = 1;
while (target2.write(chunk)) chunks++;
console.info(`${chunks} chunks of ${chunk.length} bytes to stall target2`);

// `Readable.pipe()` DOES NOT resume the source if it was previously paused, but
// the target needs drain (only in version >= v14.17.0)
source2.pause();
console.info(`source2 before pipe. Paused: ${source2.isPaused()}`);
source2.pipe(target2);
console.info(`source2 after pipe. Paused: ${source2.isPaused()}`);
target2.on('drain', () => {   
  console.info('target2 drained');
  console.info(`source2 after drain. Paused: ${source2.isPaused()}`);
});
target2.on('data', () => {});
```
with version v14.16.1 you will get the following output
```text
********** FIRST EXPERIMENT **********
source1 before pipe. Paused: true
source1 after pipe. Paused: false

********** SECOND EXPERIMENT **********
34 chunks of 1000 bytes to stall target2
source2 before pipe. Paused: true
source2 after pipe. Paused: false
target2 drained
source2 after drain. Paused: false
```
whereas with version v14.17.0 you get
```text
********** FIRST EXPERIMENT **********
source1 before pipe. Paused: true
source1 after pipe. Paused: false

********** SECOND EXPERIMENT **********
34 chunks of 1000 bytes to stall target2
source2 before pipe. Paused: true
source2 after pipe. Paused: true
target2 drained
source2 after drain. Paused: true
```
In versions higher or equal to v14.17.0, the source is NOT resumed if the target needs a drain, and it does not resume even when the target drains. Furthermore, if the source wasn't paused, `Readable.pipe()` will pause it if the piped target needs to drain. This did not happen in versions <= v14.16.1.

The fact that `Readable.pipe()` decides if it should pause or resume the source depending on the status of the target looks a bit inconsistent to me, and if not fixed, I believe that at least it would need to be documented.


### How often does it reproduce? Is there a required condition?

It always happens

### What is the expected behavior?

It's a change of an undocumented behaviour, so it's hard for me to say what's the expected behaviour. The previous behaviour (resuming always the source) seemed a bit more consistent than the current

### What do you see instead?

Read the experiment described in the ""What steps will reproduce the bug?"" section

### Additional information

_No response_","closed","tufosa",5946180,"{confirmed-bug,stream}","https://github.com/nodejs/node/issues/41785",11,"Refatoração",NULL,6,NULL,"A issue relata uma mudança de comportamento na função `Readable.pipe()` a partir da versão 14.17.0 do Node.js.  O comportamento anterior, embora não documentado, era consistente. A mudança afeta como a função lida com a pausa e a retomada da fonte dependendo do estado do destino.  Embora haja discussão sobre se a mudança é um bug ou uma melhoria, a descrição foca principalmente na inconsistência introduzida e na necessidade de documentação ou correção do comportamento, caracterizando-a como uma refatoração do código existente para melhor consistência e clareza."
162,51725,"2024-02-11 20:44:07","2024-04-28 16:51:46","2024-04-28 16:51:46","Update ongoing promise in async iterator `return()` method","There's an edge case with [the current Web IDL bindings for async iterators](https://webidl.spec.whatwg.org/commit-snapshots/47c5c920811b1bfdd56304a9d8313766d482897b/#ref-for-asynchronous-iterator-return) where manually calling `return(); next()` could result in the `next()` promise resolving before the `return()` promise. The latest version of the Web IDL specification fixes this by updating the ""ongoing promise"" in the async iterator `return()` method.

For Node.js, this affects `ReadableStream.prototype[Symbol.asyncIterator]`. More specifically, this part needs to be changed: https://github.com/nodejs/node/blob/a8de25ed1523594dd6bf0ee08a24f146d38cb4e8/lib/internal/webstreams/readablestream.js#L547-L554

* [Web IDL spec change](https://github.com/whatwg/webidl/pull/1387)
* [Web platform tests](https://github.com/web-platform-tests/wpt/pull/44456) (for `ReadableStream[@@asyncIterator]`)","closed","MattiasBuelens",649348,"{confirmed-bug}","https://github.com/nodejs/node/issues/51725",3,"Refatoração",NULL,77,"edge case current web idl binding async iterator manually call return next promise resolve return promise late version web idl specification fix update ongoing promise async iterator return method node affect readablestream prototype symbol asynciterator part need change web idl spec change web platform test readablestream asynciterator
","O título ""Update ongoing promise in async iterator `return()` method"" e o corpo da issue indicam uma atualização em um método existente para melhorar o código.  As menções a mudanças na especificação web IDL e testes ('web platform test') sugerem uma atualização para melhor conformidade e não diretamente para adicionar novos testes de regressão.  Os comentários focam na implementação da solução e na sincronização com a especificação, reforçando a natureza de refatoração da issue."
